
time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,1.06551953702e-07,-6.87791621796e-08,10.0066068515,6.28309354424,6.28299048535,0.0,1.40810154027e-05,-7.5618855855e-06,0.220211084775,-0.00477871033718,-0.0106946893397,0.0,473.3200178644176,472.49644914778503,474.292824869174,473.9257672024469
0.12000000000000001,8.22958805616e-06,-3.49309302226e-06,10.0257670832,6.28315860517,6.28246999643,0.0,0.000324074648683,-0.000117140301847,0.418411075685,0.0107910688217,-0.00491351661977,0.0,466.5172049353169,466.9684393954781,466.83843096874165,468.051530110598
0.18,4.12881374298e-05,-8.91219074189e-06,10.051145576,0.000500908339912,6.28239526204,0.0,0.000793476827789,-1.11741362215e-05,0.427535205785,0.00446482835771,0.00523286718853,0.0,405.8542268438641,406.76376222026954,408.44742163290346,407.88281523310656
0.23999999999999996,0.000103352387815,1.67135712988e-06,10.078793789,0.00116524512665,6.28241399327,0.0,0.00125676314996,0.0004116056534,0.494044992283,0.0217867540914,-0.0120065508998,0.0,426.8158899072995,425.34228005375354,425.874083256087,427.3528046109629
0.3,0.000197980110502,5.61455731617e-05,10.1120009391,0.00230702637609,6.28132789892,0.0,0.00198766540444,0.00153312819583,0.612802977133,0.0128505377676,-0.0345106857583,0.0,443.3201233715927,441.4674079927771,444.14337512782106,443.4099266653309
0.36000000000000004,0.000365900318153,0.000201199801508,10.1527845635,0.00303968664384,6.27901636931,0.0,0.00384231351247,0.00338230519497,0.746572029987,0.0109002622871,-0.0480892844289,0.0,448.5396063773596,447.43490240205386,447.8840651448629,447.72532003137496
0.4200000000000001,0.000706952421165,0.000478970922136,10.203416886,0.00411926884756,6.27612133938,0.0,0.00786065618312,0.0059801027643,0.941029927789,0.0293433356287,-0.0485747837264,0.0,466.121994489744,466.0827504164087,466.1868864090103,467.625499243451
0.48000000000000015,0.00135788982397,0.00094283030314,10.2658754297,0.00572042620429,6.27362871617,0.0,0.0141483180723,0.00967805112316,1.14074011555,0.020757727467,-0.0302755565279,0.0,468.1232798744028,469.5439804516256,468.2676688035852,467.5995144822417
0.5400000000000001,0.00246778305449,0.00168065797082,10.3430649874,0.00698617720198,6.27198971135,0.0,0.0230693399263,0.0150778972555,1.43192365242,0.0217636046078,-0.0219742020716,0.0,495.03341212627106,495.64370940140464,494.9358425904437,495.00980542214836
0.6000000000000002,0.00406098717636,0.00271734975545,10.4295981552,0.00810220897307,6.27072305628,0.0,0.0301537460297,0.019588379081,1.45248692712,0.0113756551811,-0.0194381174496,0.0,412.69793158640937,412.92166518848,413.7070842319193,412.7914715241188
0.6600000000000003,0.00613315800249,0.00406360507766,10.5198224013,0.00910366533739,6.26925954194,0.0,0.0390488844093,0.0253735708125,1.55485143381,0.0256282161315,-0.0368139313996,0.0,441.17515936390924,439.73812935084743,438.4810486745235,439.66330753899325
0.7200000000000003,0.00882523397413,0.0058146468328,10.6198040463,0.0106800621341,6.26691084056,0.0,0.0509555975688,0.033178539065,1.77754473078,0.0275329991148,-0.0442691128081,0.0,476.6092987002218,476.0385499763587,476.7705152324239,476.91610300175245
0.7800000000000004,0.0122192268738,0.00802588132276,10.7288715345,0.0123386808475,6.26398801822,0.0,0.0624497963778,0.0406918157989,1.85790375016,0.0278639902966,-0.0595435771603,0.0,433.3916716748051,432.10441294923095,434.8046960983311,434.8326331534514
0.8400000000000004,0.0163944152323,0.0107404804059,10.8442479729,0.0143513441496,6.26002227251,0.0,0.0771144217842,0.0499899795174,1.98774919753,0.042995216077,-0.0842983513236,0.0,450.6884036219199,448.67982249118404,449.0437304443223,450.2698568539983
0.9000000000000005,0.0215526596822,0.0140676979907,10.9678960111,0.0176126266364,6.25480885167,0.0,0.0953787004273,0.0612377301555,2.1335710389,0.0706798434253,-0.0926520798111,0.0,456.14065837114657,455.467010832682,453.25054981035515,455.4717029562809
0.9600000000000005,0.0279247395092,0.018148168934,11.100330806,0.0218509411582,6.24936512067,0.0,0.117614700356,0.0752342480367,2.28061128868,0.070555955876,-0.0871383646103,0.0,454.25161415572813,454.6868098934986,457.6505211142489,457.64432139610415
1.0200000000000005,0.0358239634349,0.0232104879849,11.2437108802,0.0255602015346,6.24372572374,0.0,0.14631879368,0.0939878248863,2.49823732377,0.031926630176,-0.113448246559,0.0,479.06521548680473,477.0533805654514,478.97073711867165,476.0261229259831
